2018-01-27T14:59:49.818+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:62288 #97 (55 connections now open)
2018-01-27T14:59:49.828+0800 I NETWORK  [conn97] received client metadata from 127.0.0.1:62288 conn97: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T14:59:49.882+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:62289 #98 (56 connections now open)
2018-01-27T14:59:49.884+0800 I NETWORK  [conn98] received client metadata from 127.0.0.1:62289 conn98: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T14:59:50.520+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:62290 #99 (57 connections now open)
2018-01-27T14:59:50.531+0800 I NETWORK  [conn99] received client metadata from 127.0.0.1:62290 conn99: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T14:59:50.569+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:62291 #100 (58 connections now open)
2018-01-27T14:59:50.579+0800 I NETWORK  [conn100] received client metadata from 127.0.0.1:62291 conn100: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:07:45.707+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63124 #101 (59 connections now open)
2018-01-27T15:07:45.708+0800 I NETWORK  [conn101] received client metadata from 127.0.0.1:63124 conn101: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:07:45.754+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63125 #102 (60 connections now open)
2018-01-27T15:07:45.765+0800 I NETWORK  [conn102] received client metadata from 127.0.0.1:63125 conn102: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:07:46.930+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63126 #103 (61 connections now open)
2018-01-27T15:07:46.941+0800 I NETWORK  [conn103] received client metadata from 127.0.0.1:63126 conn103: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:07:46.980+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63127 #104 (62 connections now open)
2018-01-27T15:07:46.990+0800 I NETWORK  [conn104] received client metadata from 127.0.0.1:63127 conn104: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:07:51.795+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63130 #105 (63 connections now open)
2018-01-27T15:07:51.795+0800 I NETWORK  [conn105] received client metadata from 127.0.0.1:63130 conn105: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:07:51.836+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63131 #106 (64 connections now open)
2018-01-27T15:07:51.846+0800 I NETWORK  [conn106] received client metadata from 127.0.0.1:63131 conn106: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:07:57.223+0800 I -        [conn5] end connection 127.0.0.1:55657 (64 connections now open)
2018-01-27T15:07:57.258+0800 I -        [conn6] end connection 127.0.0.1:55658 (63 connections now open)
2018-01-27T15:07:57.268+0800 I -        [conn7] end connection 127.0.0.1:55662 (62 connections now open)
2018-01-27T15:07:57.288+0800 I -        [conn14] end connection 127.0.0.1:56242 (61 connections now open)
2018-01-27T15:07:57.296+0800 I -        [conn8] end connection 127.0.0.1:55663 (60 connections now open)
2018-01-27T15:07:57.305+0800 I -        [conn22] end connection 127.0.0.1:56408 (59 connections now open)
2018-01-27T15:07:57.321+0800 I -        [conn15] end connection 127.0.0.1:56243 (58 connections now open)
2018-01-27T15:07:57.324+0800 I -        [conn25] end connection 127.0.0.1:56591 (57 connections now open)
2018-01-27T15:07:57.338+0800 I -        [conn23] end connection 127.0.0.1:56409 (56 connections now open)
2018-01-27T15:07:57.341+0800 I -        [conn28] end connection 127.0.0.1:56626 (55 connections now open)
2018-01-27T15:07:57.357+0800 I -        [conn26] end connection 127.0.0.1:56592 (54 connections now open)
2018-01-27T15:07:57.360+0800 I -        [conn30] end connection 127.0.0.1:56634 (53 connections now open)
2018-01-27T15:07:57.368+0800 I -        [conn29] end connection 127.0.0.1:56627 (52 connections now open)
2018-01-27T15:07:57.376+0800 I -        [conn35] end connection 127.0.0.1:57049 (51 connections now open)
2018-01-27T15:07:57.391+0800 I -        [conn31] end connection 127.0.0.1:56635 (50 connections now open)
2018-01-27T15:07:57.395+0800 I -        [conn37] end connection 127.0.0.1:57058 (49 connections now open)
2018-01-27T15:07:57.406+0800 I -        [conn36] end connection 127.0.0.1:57050 (48 connections now open)
2018-01-27T15:07:57.413+0800 I -        [conn41] end connection 127.0.0.1:57316 (47 connections now open)
2018-01-27T15:07:57.421+0800 I -        [conn38] end connection 127.0.0.1:57059 (46 connections now open)
2018-01-27T15:07:57.429+0800 I -        [conn43] end connection 127.0.0.1:57351 (45 connections now open)
2018-01-27T15:07:57.457+0800 I -        [conn42] end connection 127.0.0.1:57317 (44 connections now open)
2018-01-27T15:07:57.461+0800 I -        [conn47] end connection 127.0.0.1:57373 (43 connections now open)
2018-01-27T15:07:57.462+0800 I -        [conn45] end connection 127.0.0.1:57353 (42 connections now open)
2018-01-27T15:07:57.470+0800 I -        [conn54] end connection 127.0.0.1:57583 (41 connections now open)
2018-01-27T15:07:57.487+0800 I -        [conn57] end connection 127.0.0.1:57653 (40 connections now open)
2018-01-27T15:07:57.489+0800 I -        [conn48] end connection 127.0.0.1:57374 (39 connections now open)
2018-01-27T15:07:57.500+0800 I -        [conn60] end connection 127.0.0.1:57826 (38 connections now open)
2018-01-27T15:07:57.505+0800 I -        [conn55] end connection 127.0.0.1:57584 (37 connections now open)
2018-01-27T15:07:57.510+0800 I -        [conn62] end connection 127.0.0.1:57837 (36 connections now open)
2018-01-27T15:07:57.521+0800 I -        [conn58] end connection 127.0.0.1:57654 (35 connections now open)
2018-01-27T15:07:57.522+0800 I -        [conn66] end connection 127.0.0.1:57904 (34 connections now open)
2018-01-27T15:07:57.533+0800 I -        [conn61] end connection 127.0.0.1:57827 (33 connections now open)
2018-01-27T15:07:57.533+0800 I -        [conn68] end connection 127.0.0.1:57919 (32 connections now open)
2018-01-27T15:07:57.546+0800 I -        [conn70] end connection 127.0.0.1:57953 (31 connections now open)
2018-01-27T15:07:57.549+0800 I -        [conn63] end connection 127.0.0.1:57838 (30 connections now open)
2018-01-27T15:07:57.551+0800 I -        [conn74] end connection 127.0.0.1:59447 (29 connections now open)
2018-01-27T15:07:57.553+0800 I -        [conn75] end connection 127.0.0.1:59448 (28 connections now open)
2018-01-27T15:07:57.554+0800 I -        [conn77] end connection 127.0.0.1:59726 (27 connections now open)
2018-01-27T15:07:57.559+0800 I -        [conn78] end connection 127.0.0.1:59727 (26 connections now open)
2018-01-27T15:07:57.561+0800 I -        [conn67] end connection 127.0.0.1:57905 (26 connections now open)
2018-01-27T15:07:57.561+0800 I -        [conn80] end connection 127.0.0.1:61738 (25 connections now open)
2018-01-27T15:07:57.562+0800 I -        [conn79] end connection 127.0.0.1:61737 (23 connections now open)
2018-01-27T15:07:57.564+0800 I -        [conn81] end connection 127.0.0.1:61762 (22 connections now open)
2018-01-27T15:07:57.564+0800 I -        [conn82] end connection 127.0.0.1:61763 (21 connections now open)
2018-01-27T15:07:57.566+0800 I -        [conn95] end connection 127.0.0.1:62286 (20 connections now open)
2018-01-27T15:07:57.567+0800 I -        [conn96] end connection 127.0.0.1:62287 (19 connections now open)
2018-01-27T15:07:57.572+0800 I -        [conn97] end connection 127.0.0.1:62288 (18 connections now open)
2018-01-27T15:07:57.573+0800 I -        [conn99] end connection 127.0.0.1:62290 (17 connections now open)
2018-01-27T15:07:57.573+0800 I -        [conn69] end connection 127.0.0.1:57920 (16 connections now open)
2018-01-27T15:07:57.576+0800 I -        [conn98] end connection 127.0.0.1:62289 (15 connections now open)
2018-01-27T15:07:57.576+0800 I -        [conn101] end connection 127.0.0.1:63124 (14 connections now open)
2018-01-27T15:07:57.578+0800 I -        [conn104] end connection 127.0.0.1:63127 (13 connections now open)
2018-01-27T15:07:57.580+0800 I -        [conn100] end connection 127.0.0.1:62291 (12 connections now open)
2018-01-27T15:07:57.581+0800 I -        [conn103] end connection 127.0.0.1:63126 (11 connections now open)
2018-01-27T15:07:57.582+0800 I -        [conn71] end connection 127.0.0.1:57954 (10 connections now open)
2018-01-27T15:07:57.583+0800 I -        [conn105] end connection 127.0.0.1:63130 (9 connections now open)
2018-01-27T15:07:57.585+0800 I -        [conn106] end connection 127.0.0.1:63131 (8 connections now open)
2018-01-27T15:07:57.586+0800 I -        [conn102] end connection 127.0.0.1:63125 (7 connections now open)
2018-01-27T15:07:58.732+0800 I -        [conn51] end connection 127.0.0.1:57460 (6 connections now open)
2018-01-27T15:07:58.748+0800 I -        [conn52] end connection 127.0.0.1:57461 (5 connections now open)
2018-01-27T15:08:02.547+0800 I COMMAND  [conn3] CMD: drop netease.todolist
2018-01-27T15:08:03.901+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63132 #107 (5 connections now open)
2018-01-27T15:08:03.902+0800 I NETWORK  [conn107] received client metadata from 127.0.0.1:63132 conn107: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:08:03.945+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63133 #108 (6 connections now open)
2018-01-27T15:08:03.956+0800 I NETWORK  [conn108] received client metadata from 127.0.0.1:63133 conn108: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:08:47.258+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63142 #109 (7 connections now open)
2018-01-27T15:08:47.259+0800 I NETWORK  [conn109] received client metadata from 127.0.0.1:63142 conn109: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:08:47.304+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63143 #110 (8 connections now open)
2018-01-27T15:08:47.315+0800 I NETWORK  [conn110] received client metadata from 127.0.0.1:63143 conn110: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:09:00.383+0800 I -        [conn93] end connection 127.0.0.1:62235 (8 connections now open)
2018-01-27T15:09:00.384+0800 I -        [conn94] end connection 127.0.0.1:62237 (7 connections now open)
2018-01-27T15:09:02.390+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63148 #111 (7 connections now open)
2018-01-27T15:09:21.734+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63155 #112 (8 connections now open)
2018-01-27T15:19:25.000+0800 I -        [conn111] end connection 127.0.0.1:63148 (8 connections now open)
2018-01-27T15:19:25.001+0800 I -        [conn112] end connection 127.0.0.1:63155 (7 connections now open)
2018-01-27T15:19:27.558+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63340 #113 (7 connections now open)
2018-01-27T15:19:27.568+0800 I NETWORK  [conn113] received client metadata from 127.0.0.1:63340 conn113: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T15:19:28.585+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63349 #114 (8 connections now open)
2018-01-27T15:22:38.832+0800 I COMMAND  [conn3] CMD: drop netease.todolists
2018-01-27T15:23:27.850+0800 I -        [conn113] end connection 127.0.0.1:63340 (8 connections now open)
2018-01-27T15:23:27.850+0800 I -        [conn114] end connection 127.0.0.1:63349 (7 connections now open)
2018-01-27T15:23:30.416+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63455 #115 (7 connections now open)
2018-01-27T15:23:30.427+0800 I NETWORK  [conn115] received client metadata from 127.0.0.1:63455 conn115: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T15:23:53.035+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63461 #116 (8 connections now open)
2018-01-27T15:23:53.036+0800 I NETWORK  [conn116] received client metadata from 127.0.0.1:63461 conn116: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:23:53.064+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63462 #117 (9 connections now open)
2018-01-27T15:23:53.065+0800 I NETWORK  [conn117] received client metadata from 127.0.0.1:63462 conn117: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:25:36.345+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63490 #118 (10 connections now open)
2018-01-27T15:25:36.346+0800 I NETWORK  [conn118] received client metadata from 127.0.0.1:63490 conn118: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:25:36.385+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63491 #119 (11 connections now open)
2018-01-27T15:25:36.395+0800 I NETWORK  [conn119] received client metadata from 127.0.0.1:63491 conn119: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:26:31.052+0800 I -        [conn116] end connection 127.0.0.1:63461 (11 connections now open)
2018-01-27T15:26:31.053+0800 I -        [conn117] end connection 127.0.0.1:63462 (10 connections now open)
2018-01-27T15:26:32.067+0800 I -        [conn118] end connection 127.0.0.1:63490 (9 connections now open)
2018-01-27T15:26:32.068+0800 I -        [conn119] end connection 127.0.0.1:63491 (8 connections now open)
2018-01-27T15:26:33.145+0800 I -        [conn109] end connection 127.0.0.1:63142 (7 connections now open)
2018-01-27T15:26:33.146+0800 I -        [conn110] end connection 127.0.0.1:63143 (6 connections now open)
2018-01-27T15:26:34.225+0800 I -        [conn107] end connection 127.0.0.1:63132 (5 connections now open)
2018-01-27T15:26:34.227+0800 I -        [conn108] end connection 127.0.0.1:63133 (4 connections now open)
2018-01-27T15:26:35.249+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63525 #120 (4 connections now open)
2018-01-27T15:26:35.259+0800 I NETWORK  [conn120] received client metadata from 127.0.0.1:63525 conn120: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:26:35.298+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63526 #121 (5 connections now open)
2018-01-27T15:26:35.309+0800 I NETWORK  [conn121] received client metadata from 127.0.0.1:63526 conn121: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:26:48.651+0800 I COMMAND  [conn3] command netease.todolists appName: "Robomongo" command: create { create: "todolists" } numYields:0 reslen:22 locks:{ Global: { acquireCount: { r: 1, w: 1 } }, Database: { acquireCount: { W: 1 } } } protocol:op_command 123ms
2018-01-27T15:26:50.218+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63530 #122 (6 connections now open)
2018-01-27T15:26:50.230+0800 I NETWORK  [conn122] received client metadata from 127.0.0.1:63530 conn122: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:26:50.273+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63531 #123 (7 connections now open)
2018-01-27T15:26:50.284+0800 I NETWORK  [conn123] received client metadata from 127.0.0.1:63531 conn123: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:27:28.594+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63535 #124 (8 connections now open)
2018-01-27T15:27:28.604+0800 I NETWORK  [conn124] received client metadata from 127.0.0.1:63535 conn124: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:27:28.643+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63536 #125 (9 connections now open)
2018-01-27T15:27:28.643+0800 I NETWORK  [conn125] received client metadata from 127.0.0.1:63536 conn125: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:28:00.361+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63540 #126 (10 connections now open)
2018-01-27T15:28:00.362+0800 I NETWORK  [conn126] received client metadata from 127.0.0.1:63540 conn126: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:28:00.404+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63541 #127 (11 connections now open)
2018-01-27T15:28:00.414+0800 I NETWORK  [conn127] received client metadata from 127.0.0.1:63541 conn127: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:28:28.530+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63546 #128 (12 connections now open)
2018-01-27T15:28:28.541+0800 I NETWORK  [conn128] received client metadata from 127.0.0.1:63546 conn128: { application: { name: "Robomongo" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:28:28.580+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63547 #129 (13 connections now open)
2018-01-27T15:28:28.580+0800 I NETWORK  [conn129] received client metadata from 127.0.0.1:63547 conn129: { application: { name: "MongoDB Shell" }, driver: { name: "MongoDB Internal Client", version: "3.4.3-7-gf394f8c" }, os: { type: "Windows", name: "Microsoft Windows 7", architecture: "x86_64", version: "6.1 SP1 (build 7601)" } }
2018-01-27T15:40:13.219+0800 I -        [conn115] end connection 127.0.0.1:63455 (13 connections now open)
2018-01-27T15:40:15.658+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63741 #130 (13 connections now open)
2018-01-27T15:40:15.670+0800 I NETWORK  [conn130] received client metadata from 127.0.0.1:63741 conn130: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T15:41:05.526+0800 I -        [conn130] end connection 127.0.0.1:63741 (13 connections now open)
2018-01-27T15:41:45.808+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63837 #131 (13 connections now open)
2018-01-27T15:41:45.817+0800 I NETWORK  [conn131] received client metadata from 127.0.0.1:63837 conn131: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T15:42:14.845+0800 I -        [conn131] end connection 127.0.0.1:63837 (13 connections now open)
2018-01-27T15:42:29.504+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63875 #132 (13 connections now open)
2018-01-27T15:42:29.515+0800 I NETWORK  [conn132] received client metadata from 127.0.0.1:63875 conn132: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T15:42:40.753+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63886 #133 (14 connections now open)
2018-01-27T15:45:34.822+0800 I -        [conn132] end connection 127.0.0.1:63875 (14 connections now open)
2018-01-27T15:45:34.822+0800 I -        [conn133] end connection 127.0.0.1:63886 (13 connections now open)
2018-01-27T15:45:36.721+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63960 #134 (13 connections now open)
2018-01-27T15:45:36.729+0800 I NETWORK  [conn134] received client metadata from 127.0.0.1:63960 conn134: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T15:46:18.566+0800 I -        [conn134] end connection 127.0.0.1:63960 (13 connections now open)
2018-01-27T15:46:20.429+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:63983 #135 (13 connections now open)
2018-01-27T15:46:20.438+0800 I NETWORK  [conn135] received client metadata from 127.0.0.1:63983 conn135: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T15:46:57.282+0800 I -        [conn135] end connection 127.0.0.1:63983 (13 connections now open)
2018-01-27T15:46:59.536+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:64011 #136 (13 connections now open)
2018-01-27T15:46:59.546+0800 I NETWORK  [conn136] received client metadata from 127.0.0.1:64011 conn136: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T15:50:22.365+0800 I -        [conn136] end connection 127.0.0.1:64011 (13 connections now open)
2018-01-27T15:50:35.464+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:64150 #137 (13 connections now open)
2018-01-27T15:50:35.473+0800 I NETWORK  [conn137] received client metadata from 127.0.0.1:64150 conn137: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T15:51:00.775+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:64164 #138 (14 connections now open)
2018-01-27T15:52:12.533+0800 I -        [conn137] end connection 127.0.0.1:64150 (14 connections now open)
2018-01-27T15:52:12.534+0800 I -        [conn138] end connection 127.0.0.1:64164 (13 connections now open)
2018-01-27T15:52:15.112+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:64205 #139 (13 connections now open)
2018-01-27T15:52:15.121+0800 I NETWORK  [conn139] received client metadata from 127.0.0.1:64205 conn139: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T16:03:57.970+0800 I -        [conn139] end connection 127.0.0.1:64205 (13 connections now open)
2018-01-27T16:04:00.665+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:64884 #140 (13 connections now open)
2018-01-27T16:04:00.676+0800 I NETWORK  [conn140] received client metadata from 127.0.0.1:64884 conn140: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T16:07:09.043+0800 I -        [conn140] end connection 127.0.0.1:64884 (13 connections now open)
2018-01-27T16:07:11.036+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:65005 #141 (13 connections now open)
2018-01-27T16:07:11.046+0800 I NETWORK  [conn141] received client metadata from 127.0.0.1:65005 conn141: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T16:07:22.077+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:65016 #142 (14 connections now open)
2018-01-27T16:24:11.729+0800 I -        [conn141] end connection 127.0.0.1:65005 (14 connections now open)
2018-01-27T16:24:11.729+0800 I -        [conn142] end connection 127.0.0.1:65016 (13 connections now open)
2018-01-27T16:24:14.309+0800 I NETWORK  [thread1] connection accepted from 127.0.0.1:65403 #143 (13 connections now open)
2018-01-27T16:24:14.319+0800 I NETWORK  [conn143] received client metadata from 127.0.0.1:65403 conn143: { driver: { name: "nodejs", version: "3.0.1" }, os: { type: "Windows_NT", name: "win32", architecture: "x64", version: "6.1.7601" }, platform: "Node.js v8.9.3, LE, mongodb-core: 3.0.1" }
2018-01-27T16:27:20.878+0800 I -        [conn143] end connection 127.0.0.1:65403 (13 connections now open)
